song,tot_laudness_mean,tot_laudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23
565.mp3,0.1274736839061699,0.04766848572037522,[0.03628007,0.0798149,0.04726856,0.05091501,0.02732716,0.02352533,0.00784231,0.01992719,0.00942716,0.00585351,0.00326119,0.00552495,0.00444564,0.00607822,0.00667727,0.00677407,0.00312093,0.00231106,0.00087816,0.00152335,0.00235573,0.00357329,0.0037758,0.00372714],[0.03628007,0.0798149,0.04726856,0.05091501,0.02732716,0.02352533,0.00784231,0.01992719,0.00942716,0.00585351,0.00326119,0.00552495,0.00444564,0.00607822,0.00667727,0.00677407,0.00312093,0.00231106,0.00087816,0.00152335,0.00235573,0.00357329,0.0037758,0.00372714]
568.mp3,0.1253654466087197,0.039624972127059954,[4.95293682e-02,5.84383322e-02,4.32734138e-02,4.39460685e-02,2.74214360e-02,2.95442246e-02,2.17103763e-02,1.83355613e-02,1.59164704e-02,1.17966674e-02,1.61393216e-02,1.40837696e-02,1.91356049e-02,8.63270798e-03,8.79630080e-03,7.28556797e-03,3.88920015e-03,3.87608706e-03,3.49254264e-03,1.57998002e-03,1.31994018e-03,4.98877701e-04,2.58058574e-05,5.86112061e-06],[4.95293682e-02,5.84383322e-02,4.32734138e-02,4.39460685e-02,2.74214360e-02,2.95442246e-02,2.17103763e-02,1.83355613e-02,1.59164704e-02,1.17966674e-02,1.61393216e-02,1.40837696e-02,1.91356049e-02,8.63270798e-03,8.79630080e-03,7.28556797e-03,3.88920015e-03,3.87608706e-03,3.49254264e-03,1.57998002e-03,1.31994018e-03,4.98877701e-04,2.58058574e-05,5.86112061e-06]
574.mp3,0.18191589107090633,0.065000612438865,[0.0542398,0.08038167,0.05795876,0.06821121,0.04476363,0.03742219,0.02255363,0.02785278,0.01659391,0.01560099,0.01922103,0.01475597,0.01801609,0.01296474,0.01739227,0.01336403,0.01372924,0.01472238,0.01824561,0.01101927,0.00705019,0.00507904,0.00313457,0.00175066],[0.0542398,0.08038167,0.05795876,0.06821121,0.04476363,0.03742219,0.02255363,0.02785278,0.01659391,0.01560099,0.01922103,0.01475597,0.01801609,0.01296474,0.01739227,0.01336403,0.01372924,0.01472238,0.01824561,0.01101927,0.00705019,0.00507904,0.00313457,0.00175066]
577.mp3,0.10267247013986434,0.054898659620827316,[0.04852112,0.0368424,0.02980682,0.03043602,0.0120425,0.0213573,0.00970345,0.01726183,0.00946275,0.00980465,0.00803504,0.00447759,0.00801132,0.0111658,0.01953221,0.01852155,0.00663534,0.00886973,0.00431217,0.00321631,0.00431567,0.0052471,0.00637911,0.00509424],[0.04852112,0.0368424,0.02980682,0.03043602,0.0120425,0.0213573,0.00970345,0.01726183,0.00946275,0.00980465,0.00803504,0.00447759,0.00801132,0.0111658,0.01953221,0.01852155,0.00663534,0.00886973,0.00431217,0.00321631,0.00431567,0.0052471,0.00637911,0.00509424]
579.mp3,0.15450909120945858,0.03479883066242182,[0.08373889,0.09252376,0.04460899,0.02249703,0.01389051,0.01713797,0.01914296,0.01305193,0.01698087,0.01356248,0.0188349,0.0155217,0.02111555,0.01065887,0.00841208,0.00865074,0.00504565,0.00772878,0.00812577,0.00299482,0.00111207,0.00049025,0.00114743,0.00599065],[0.08373889,0.09252376,0.04460899,0.02249703,0.01389051,0.01713797,0.01914296,0.01305193,0.01698087,0.01356248,0.0188349,0.0155217,0.02111555,0.01065887,0.00841208,0.00865074,0.00504565,0.00772878,0.00812577,0.00299482,0.00111207,0.00049025,0.00114743,0.00599065]
580.mp3,0.050359768330716176,0.04240348888173945,[0.00659121,0.01416491,0.0160808,0.03357893,0.00688693,0.00926506,0.00393623,0.00555221,0.00527514,0.00230077,0.00147764,0.00115029,0.00084304,0.00036987,0.00030136,0.00036088,0.00016193,0.00050606,0.00050667,0.00025842,0.00039519,0.0002531,0.00044812,0.00028334],[0.00659121,0.01416491,0.0160808,0.03357893,0.00688693,0.00926506,0.00393623,0.00555221,0.00527514,0.00230077,0.00147764,0.00115029,0.00084304,0.00036987,0.00030136,0.00036088,0.00016193,0.00050606,0.00050667,0.00025842,0.00039519,0.0002531,0.00044812,0.00028334]
581.mp3,0.33185147474942356,0.14185450547019682,[0.07533367,0.10386812,0.07605586,0.11170312,0.05718771,0.0556477,0.03264022,0.03575333,0.0235539,0.01778304,0.01837534,0.02426649,0.02926854,0.03054641,0.04098746,0.04272065,0.03855374,0.05474986,0.07028965,0.0811841,0.08291495,0.09267854,0.0890624,0.0641689,],[0.07533367,0.10386812,0.07605586,0.11170312,0.05718771,0.0556477,0.03264022,0.03575333,0.0235539,0.01778304,0.01837534,0.02426649,0.02926854,0.03054641,0.04098746,0.04272065,0.03855374,0.05474986,0.07028965,0.0811841,0.08291495,0.09267854,0.0890624,0.0641689,]
582.mp3,0.22140039075284187,0.07634200442772729,[0.10395227,0.08266696,0.06484403,0.08082484,0.03677368,0.04387495,0.03426904,0.03949663,0.02321512,0.02304034,0.02516061,0.02112859,0.02078059,0.01750026,0.01666477,0.02369692,0.0171789,0.02371851,0.0205547,0.01851316,0.01356179,0.01274724,0.0112333,0.00735706],[0.10395227,0.08266696,0.06484403,0.08082484,0.03677368,0.04387495,0.03426904,0.03949663,0.02321512,0.02304034,0.02516061,0.02112859,0.02078059,0.01750026,0.01666477,0.02369692,0.0171789,0.02371851,0.0205547,0.01851316,0.01356179,0.01274724,0.0112333,0.00735706]
584.mp3,0.1037710899577813,0.04324408749099636,[4.84247354e-03,3.36657417e-02,9.96852681e-03,3.92463815e-02,4.60460324e-02,2.94839518e-02,2.13392837e-03,8.63092395e-03,2.08718738e-02,1.86963377e-02,1.57588652e-02,9.02255152e-03,1.74138649e-02,1.35687305e-02,9.73695883e-03,9.02018634e-03,2.06678204e-03,5.42143298e-04,4.91758911e-06,7.73367744e-06,6.10478512e-06,4.76418873e-06,4.75701414e-06,7.58227858e-06],[4.84247354e-03,3.36657417e-02,9.96852681e-03,3.92463815e-02,4.60460324e-02,2.94839518e-02,2.13392837e-03,8.63092395e-03,2.08718738e-02,1.86963377e-02,1.57588652e-02,9.02255152e-03,1.74138649e-02,1.35687305e-02,9.73695883e-03,9.02018634e-03,2.06678204e-03,5.42143298e-04,4.91758911e-06,7.73367744e-06,6.10478512e-06,4.76418873e-06,4.75701414e-06,7.58227858e-06]
585.mp3,0.26957717673375853,0.05402317790312259,[0.11890598,0.11783984,0.09825152,0.11438068,0.06059502,0.05967399,0.03677106,0.02798029,0.03447255,0.02477604,0.03188471,0.01471999,0.01935774,0.01952808,0.0208573,0.01343412,0.01771888,0.01777828,0.01104116,0.01072083,0.0222936,0.0289436,0.01143809,0.00487591],[0.11890598,0.11783984,0.09825152,0.11438068,0.06059502,0.05967399,0.03677106,0.02798029,0.03447255,0.02477604,0.03188471,0.01471999,0.01935774,0.01952808,0.0208573,0.01343412,0.01771888,0.01777828,0.01104116,0.01072083,0.0222936,0.0289436,0.01143809,0.00487591]
586.mp3,0.1289328860710032,0.04068794919888958,[0.05369459,0.05406153,0.04012039,0.03795638,0.01647783,0.0271819,0.01772494,0.01578442,0.01050443,0.00889751,0.01139219,0.00837661,0.01107153,0.00936687,0.01102593,0.01301905,0.00962211,0.00766395,0.00716256,0.00862841,0.00715315,0.00734151,0.00917152,0.01240865],[0.05369459,0.05406153,0.04012039,0.03795638,0.01647783,0.0271819,0.01772494,0.01578442,0.01050443,0.00889751,0.01139219,0.00837661,0.01107153,0.00936687,0.01102593,0.01301905,0.00962211,0.00766395,0.00716256,0.00862841,0.00715315,0.00734151,0.00917152,0.01240865]
591.mp3,0.2248734411547367,0.08627124780050627,[0.02798358,0.05914244,0.05993686,0.08761581,0.0571721,0.06786655,0.03748042,0.04369713,0.03789126,0.03081776,0.03106381,0.02240583,0.0289498,0.01939412,0.03798604,0.05424704,0.06409766,0.03359026,0.00853435,0.00675308,0.00674993,0.0074366,0.00240113,0.0053951,],[0.02798358,0.05914244,0.05993686,0.08761581,0.0571721,0.06786655,0.03748042,0.04369713,0.03789126,0.03081776,0.03106381,0.02240583,0.0289498,0.01939412,0.03798604,0.05424704,0.06409766,0.03359026,0.00853435,0.00675308,0.00674993,0.0074366,0.00240113,0.0053951,]
592.mp3,0.16933380874755383,0.06473406200340528,[0.02966065,0.03889343,0.03523974,0.05546599,0.0391383,0.01983896,0.02775456,0.04448635,0.02308542,0.02091432,0.03890097,0.02014291,0.03124083,0.02294578,0.02960457,0.02687133,0.0139848,0.0180882,0.01697007,0.01113041,0.00692655,0.0120895,0.00371683,0.00154654],[0.02966065,0.03889343,0.03523974,0.05546599,0.0391383,0.01983896,0.02775456,0.04448635,0.02308542,0.02091432,0.03890097,0.02014291,0.03124083,0.02294578,0.02960457,0.02687133,0.0139848,0.0180882,0.01697007,0.01113041,0.00692655,0.0120895,0.00371683,0.00154654]
594.mp3,0.17787479507392726,0.06424539968041429,[0.07649253,0.06598984,0.05295017,0.05938669,0.03101182,0.0442056,0.02809197,0.01885912,0.02222049,0.01457613,0.01672991,0.00840128,0.01227925,0.01135179,0.02587121,0.02898536,0.01167585,0.00662411,0.00710204,0.00923193,0.00839754,0.01188141,0.01103775,0.01142176],[0.07649253,0.06598984,0.05295017,0.05938669,0.03101182,0.0442056,0.02809197,0.01885912,0.02222049,0.01457613,0.01672991,0.00840128,0.01227925,0.01135179,0.02587121,0.02898536,0.01167585,0.00662411,0.00710204,0.00923193,0.00839754,0.01188141,0.01103775,0.01142176]
597.mp3,0.23615653292108213,0.07314608226407643,[0.07595303,0.12475264,0.10675638,0.06751407,0.02453469,0.02520083,0.02198045,0.02562006,0.01714035,0.01594029,0.01731274,0.01032989,0.02203322,0.01576008,0.02315591,0.0224669,0.0250402,0.02947528,0.02470923,0.01656265,0.01424677,0.01499271,0.0124619,0.00495733],[0.07595303,0.12475264,0.10675638,0.06751407,0.02453469,0.02520083,0.02198045,0.02562006,0.01714035,0.01594029,0.01731274,0.01032989,0.02203322,0.01576008,0.02315591,0.0224669,0.0250402,0.02947528,0.02470923,0.01656265,0.01424677,0.01499271,0.0124619,0.00495733]
598.mp3,0.1570594500061691,0.0420687504026146,[0.04495282,0.08126184,0.07239866,0.05647997,0.02243117,0.01392991,0.00610156,0.02158075,0.00800922,0.02560112,0.01553744,0.0155295,0.01689309,0.00824145,0.01738598,0.01279407,0.00577456,0.0068264,0.01116606,0.01120269,0.01392034,0.01779256,0.01829783,0.01138859],[0.04495282,0.08126184,0.07239866,0.05647997,0.02243117,0.01392991,0.00610156,0.02158075,0.00800922,0.02560112,0.01553744,0.0155295,0.01689309,0.00824145,0.01738598,0.01279407,0.00577456,0.0068264,0.01116606,0.01120269,0.01392034,0.01779256,0.01829783,0.01138859]
600.mp3,0.12042596675178419,0.06317212135906314,[0.02378925,0.0188646,0.03366477,0.03121197,0.0085131,0.03393086,0.02065582,0.02990671,0.01044516,0.01167265,0.01051149,0.00589991,0.0219726,0.01864349,0.01857951,0.0104887,0.00642613,0.00550326,0.00551461,0.00475406,0.00715731,0.0063893,0.00689053,0.00841728],[0.02378925,0.0188646,0.03366477,0.03121197,0.0085131,0.03393086,0.02065582,0.02990671,0.01044516,0.01167265,0.01051149,0.00589991,0.0219726,0.01864349,0.01857951,0.0104887,0.00642613,0.00550326,0.00551461,0.00475406,0.00715731,0.0063893,0.00689053,0.00841728]
605.mp3,0.20311472688080706,0.09286371287636092,[0.05710695,0.07129614,0.06563376,0.07457568,0.03491019,0.05565154,0.03277712,0.0262391,0.01591244,0.01596479,0.02822519,0.02121383,0.01486554,0.01110113,0.01886039,0.01599861,0.01148087,0.01687843,0.01516461,0.02326818,0.02504702,0.02729704,0.02300843,0.02748673],[0.05710695,0.07129614,0.06563376,0.07457568,0.03491019,0.05565154,0.03277712,0.0262391,0.01591244,0.01596479,0.02822519,0.02121383,0.01486554,0.01110113,0.01886039,0.01599861,0.01148087,0.01687843,0.01516461,0.02326818,0.02504702,0.02729704,0.02300843,0.02748673]
606.mp3,0.23144013721375373,0.06600166461834231,[0.10249819,0.07084106,0.05758985,0.07596463,0.03034237,0.03291611,0.04368401,0.03880606,0.03815386,0.030987,0.03450748,0.0365047,0.05160767,0.04600468,0.04062344,0.03895664,0.03029443,0.0251618,0.01491354,0.01033553,0.0087912,0.01346682,0.01188328,0.00853647],[0.10249819,0.07084106,0.05758985,0.07596463,0.03034237,0.03291611,0.04368401,0.03880606,0.03815386,0.030987,0.03450748,0.0365047,0.05160767,0.04600468,0.04062344,0.03895664,0.03029443,0.0251618,0.01491354,0.01033553,0.0087912,0.01346682,0.01188328,0.00853647]
607.mp3,0.11496649470165746,0.02827993306501873,[0.00387136,0.04625214,0.05445558,0.05415408,0.01614117,0.02543107,0.0282465,0.02666503,0.01204707,0.01188577,0.02082345,0.00694925,0.01068819,0.003848,0.01138074,0.00462409,0.00563983,0.00374534,0.00387462,0.00131876,0.00390967,0.00317481,0.00151062,0.00040437],[0.00387136,0.04625214,0.05445558,0.05415408,0.01614117,0.02543107,0.0282465,0.02666503,0.01204707,0.01188577,0.02082345,0.00694925,0.01068819,0.003848,0.01138074,0.00462409,0.00563983,0.00374534,0.00387462,0.00131876,0.00390967,0.00317481,0.00151062,0.00040437]
608.mp3,0.1015154881623247,0.0406334148332046,[4.53366684e-03,5.41518948e-02,5.57163035e-02,5.14238579e-02,1.27046450e-02,8.42511827e-03,7.48781409e-03,1.77870602e-02,1.53814285e-02,1.00932073e-02,1.57784731e-02,1.00620802e-02,1.43617896e-02,4.29710835e-03,7.77642850e-03,1.69988858e-03,5.16448860e-04,2.40382246e-04,1.88773676e-05,5.60769862e-08,3.55142981e-08,1.88747589e-07,6.50595521e-07,2.27644577e-06],[4.53366684e-03,5.41518948e-02,5.57163035e-02,5.14238579e-02,1.27046450e-02,8.42511827e-03,7.48781409e-03,1.77870602e-02,1.53814285e-02,1.00932073e-02,1.57784731e-02,1.00620802e-02,1.43617896e-02,4.29710835e-03,7.77642850e-03,1.69988858e-03,5.16448860e-04,2.40382246e-04,1.88773676e-05,5.60769862e-08,3.55142981e-08,1.88747589e-07,6.50595521e-07,2.27644577e-06]
609.mp3,0.3092659740574911,0.09139232789956399,[0.15968627,0.09564756,0.07524314,0.0652569,0.03576606,0.05504414,0.03667386,0.04262474,0.03185166,0.0394525,0.02943049,0.02377942,0.03034472,0.02849035,0.02949398,0.0159805,0.02371204,0.03900701,0.04594954,0.05341712,0.05365418,0.04676652,0.02587725,0.01625147],[0.15968627,0.09564756,0.07524314,0.0652569,0.03576606,0.05504414,0.03667386,0.04262474,0.03185166,0.0394525,0.02943049,0.02377942,0.03034472,0.02849035,0.02949398,0.0159805,0.02371204,0.03900701,0.04594954,0.05341712,0.05365418,0.04676652,0.02587725,0.01625147]
610.mp3,0.22261648028687067,0.11630378507007404,[0.12300378,0.11252291,0.04179841,0.04416911,0.01339192,0.0221025,0.01345111,0.0131504,0.00946621,0.00739188,0.0146297,0.00845413,0.01415787,0.01369425,0.01335604,0.0134952,0.01628037,0.02294535,0.02694744,0.02744038,0.02741655,0.0225323,0.02061142,0.01355968],[0.12300378,0.11252291,0.04179841,0.04416911,0.01339192,0.0221025,0.01345111,0.0131504,0.00946621,0.00739188,0.0146297,0.00845413,0.01415787,0.01369425,0.01335604,0.0134952,0.01628037,0.02294535,0.02694744,0.02744038,0.02741655,0.0225323,0.02061142,0.01355968]
611.mp3,0.25878315252160783,0.06185384656368237,[0.11245546,0.08289036,0.06467243,0.07043846,0.02272229,0.02899571,0.03481209,0.05181745,0.03241841,0.02780573,0.02754553,0.02584931,0.04276288,0.03518325,0.0501135,0.05253273,0.05737012,0.05385827,0.03856313,0.02216699,0.0105737,0.01209407,0.01152998,0.008695,],[0.11245546,0.08289036,0.06467243,0.07043846,0.02272229,0.02899571,0.03481209,0.05181745,0.03241841,0.02780573,0.02754553,0.02584931,0.04276288,0.03518325,0.0501135,0.05253273,0.05737012,0.05385827,0.03856313,0.02216699,0.0105737,0.01209407,0.01152998,0.008695,]
612.mp3,0.15742416888812946,0.049626910684657195,[0.00210769,0.01053549,0.01799945,0.05882002,0.04732911,0.04678867,0.02600472,0.03040357,0.02125887,0.01876779,0.03682227,0.00981096,0.01735844,0.01684988,0.01809937,0.02743677,0.03123789,0.03388132,0.05241219,0.02839555,0.0220103,0.0158497,0.00924193,0.00101952],[0.00210769,0.01053549,0.01799945,0.05882002,0.04732911,0.04678867,0.02600472,0.03040357,0.02125887,0.01876779,0.03682227,0.00981096,0.01735844,0.01684988,0.01809937,0.02743677,0.03123789,0.03388132,0.05241219,0.02839555,0.0220103,0.0158497,0.00924193,0.00101952]
613.mp3,0.22073027972083592,0.06263935031877166,[0.05491762,0.07905244,0.05700304,0.06432451,0.03595587,0.05724667,0.04195467,0.05023119,0.03018271,0.02245702,0.03710378,0.03778844,0.03407368,0.02691637,0.04339283,0.02005977,0.01861475,0.02387578,0.02329305,0.01451599,0.01291814,0.01372426,0.00932678,0.00410199],[0.05491762,0.07905244,0.05700304,0.06432451,0.03595587,0.05724667,0.04195467,0.05023119,0.03018271,0.02245702,0.03710378,0.03778844,0.03407368,0.02691637,0.04339283,0.02005977,0.01861475,0.02387578,0.02329305,0.01451599,0.01291814,0.01372426,0.00932678,0.00410199]
614.mp3,0.24690082258840004,0.14081232035608857,[0.07708955,0.07279082,0.04950104,0.04088325,0.02203284,0.05019862,0.0600215,0.0443575,0.03232791,0.04764893,0.04488795,0.02850652,0.05932596,0.05342652,0.05919636,0.03813618,0.03037868,0.0368041,0.03754562,0.03488991,0.03113531,0.03275025,0.0291384,0.01998787],[0.07708955,0.07279082,0.04950104,0.04088325,0.02203284,0.05019862,0.0600215,0.0443575,0.03232791,0.04764893,0.04488795,0.02850652,0.05932596,0.05342652,0.05919636,0.03813618,0.03037868,0.0368041,0.03754562,0.03488991,0.03113531,0.03275025,0.0291384,0.01998787]
615.mp3,0.06595774114738287,0.05933838822670494,[0.00128188,0.02046528,0.0180266,0.02329749,0.01305318,0.01525101,0.00839187,0.00718086,0.00514681,0.0042059,0.00539933,0.00590912,0.00531046,0.00306665,0.00424575,0.00414018,0.00319407,0.0043398,0.00375284,0.00466894,0.00534385,0.00611178,0.00510682,0.00321124],[0.00128188,0.02046528,0.0180266,0.02329749,0.01305318,0.01525101,0.00839187,0.00718086,0.00514681,0.0042059,0.00539933,0.00590912,0.00531046,0.00306665,0.00424575,0.00414018,0.00319407,0.0043398,0.00375284,0.00466894,0.00534385,0.00611178,0.00510682,0.00321124]
616.mp3,0.11196993545242738,0.052699460257333894,[0.02685899,0.07240437,0.0545983,0.03172849,0.01187438,0.00929425,0.00424451,0.00363722,0.00212594,0.00200985,0.00272492,0.00186972,0.0016918,0.00203553,0.00248667,0.00423389,0.0055506,0.0050252,0.00441189,0.00407996,0.00456903,0.00543614,0.00453888,0.0025128,],[0.02685899,0.07240437,0.0545983,0.03172849,0.01187438,0.00929425,0.00424451,0.00363722,0.00212594,0.00200985,0.00272492,0.00186972,0.0016918,0.00203553,0.00248667,0.00423389,0.0055506,0.0050252,0.00441189,0.00407996,0.00456903,0.00543614,0.00453888,0.0025128,]
617.mp3,0.4477287981937673,0.1191585410591801,[0.1721585,0.08217333,0.06087402,0.05583697,0.03000763,0.04611059,0.04178771,0.04632283,0.03964903,0.03681995,0.04683002,0.04673518,0.05832863,0.05659106,0.07151694,0.07820419,0.07713546,0.09614815,0.11121672,0.14402543,0.10399957,0.10654892,0.10341844,0.10074522],[0.1721585,0.08217333,0.06087402,0.05583697,0.03000763,0.04611059,0.04178771,0.04632283,0.03964903,0.03681995,0.04683002,0.04673518,0.05832863,0.05659106,0.07151694,0.07820419,0.07713546,0.09614815,0.11121672,0.14402543,0.10399957,0.10654892,0.10341844,0.10074522]
620.mp3,0.2685669365270047,0.08580697429266947,[0.14402715,0.0928158,0.06031042,0.07371341,0.05370943,0.03442367,0.02907209,0.03965059,0.01679897,0.02151143,0.02934124,0.0157404,0.02357832,0.01544461,0.01743354,0.02049583,0.01944109,0.03128173,0.03815309,0.03267648,0.03436692,0.03632652,0.02634312,0.01965391],[0.14402715,0.0928158,0.06031042,0.07371341,0.05370943,0.03442367,0.02907209,0.03965059,0.01679897,0.02151143,0.02934124,0.0157404,0.02357832,0.01544461,0.01743354,0.02049583,0.01944109,0.03128173,0.03815309,0.03267648,0.03436692,0.03632652,0.02634312,0.01965391]
621.mp3,0.027928256951989323,0.013236073026368669,[2.41270892e-03,9.29907903e-03,1.63967144e-02,1.22096293e-02,8.02412357e-03,9.75250555e-04,3.20249361e-04,1.06057352e-03,4.44279469e-05,4.13322521e-04,9.91049335e-05,6.41974031e-04,1.11927624e-04,5.06565798e-05,1.15457839e-04,1.14039496e-04,1.43603885e-04,6.67699925e-05,4.80795414e-05,4.69225412e-05,9.18331748e-05,1.26778138e-04,8.42737009e-05,2.97222042e-05],[2.41270892e-03,9.29907903e-03,1.63967144e-02,1.22096293e-02,8.02412357e-03,9.75250555e-04,3.20249361e-04,1.06057352e-03,4.44279469e-05,4.13322521e-04,9.91049335e-05,6.41974031e-04,1.11927624e-04,5.06565798e-05,1.15457839e-04,1.14039496e-04,1.43603885e-04,6.67699925e-05,4.80795414e-05,4.69225412e-05,9.18331748e-05,1.26778138e-04,8.42737009e-05,2.97222042e-05]
622.mp3,0.15843445481425775,0.04146365054617641,[0.0843021,0.09175774,0.0642814,0.05253227,0.02125611,0.01890682,0.01018374,0.00873022,0.00664698,0.00566895,0.00579258,0.00475364,0.00663128,0.00481332,0.00396157,0.00346065,0.00531103,0.00626845,0.00730518,0.00738503,0.00504642,0.00464807,0.00380529,0.00257041],[0.0843021,0.09175774,0.0642814,0.05253227,0.02125611,0.01890682,0.01018374,0.00873022,0.00664698,0.00566895,0.00579258,0.00475364,0.00663128,0.00481332,0.00396157,0.00346065,0.00531103,0.00626845,0.00730518,0.00738503,0.00504642,0.00464807,0.00380529,0.00257041]
623.mp3,0.1439137095760409,0.05130289818055296,[0.05762503,0.03744816,0.02716885,0.03160165,0.02637169,0.04138605,0.02299418,0.02598653,0.01361123,0.02020704,0.01705584,0.01514554,0.01605607,0.02719753,0.01903566,0.01825086,0.01448183,0.01676872,0.01006468,0.00633427,0.00453909,0.00520275,0.00608298,0.00443757],[0.05762503,0.03744816,0.02716885,0.03160165,0.02637169,0.04138605,0.02299418,0.02598653,0.01361123,0.02020704,0.01705584,0.01514554,0.01605607,0.02719753,0.01903566,0.01825086,0.01448183,0.01676872,0.01006468,0.00633427,0.00453909,0.00520275,0.00608298,0.00443757]
625.mp3,0.06188742348847781,0.03934046252715293,[4.37515972e-02,1.83776335e-02,1.32261061e-02,1.24763253e-02,5.16366513e-03,6.18564529e-03,2.90710970e-03,2.21897263e-03,1.11607267e-03,1.11949513e-03,1.43993888e-03,2.28161252e-03,1.49956569e-03,5.26428485e-04,4.80047176e-04,1.15959526e-03,4.23989961e-04,7.03030295e-04,1.64408820e-03,1.63601063e-03,1.00604840e-03,1.11673453e-03,4.95985955e-04,8.95670790e-05],[4.37515972e-02,1.83776335e-02,1.32261061e-02,1.24763253e-02,5.16366513e-03,6.18564529e-03,2.90710970e-03,2.21897263e-03,1.11607267e-03,1.11949513e-03,1.43993888e-03,2.28161252e-03,1.49956569e-03,5.26428485e-04,4.80047176e-04,1.15959526e-03,4.23989961e-04,7.03030295e-04,1.64408820e-03,1.63601063e-03,1.00604840e-03,1.11673453e-03,4.95985955e-04,8.95670790e-05]
628.mp3,0.19258438227494756,0.0668955244225062,[0.10958418,0.06396347,0.04458321,0.06190931,0.02953107,0.03997066,0.02348097,0.02880202,0.01802055,0.0155077,0.02460624,0.02286934,0.02103148,0.01280102,0.01174737,0.0070696,0.00500197,0.00489079,0.00551616,0.00649642,0.00584541,0.00482479,0.00659078,0.00745742],[0.10958418,0.06396347,0.04458321,0.06190931,0.02953107,0.03997066,0.02348097,0.02880202,0.01802055,0.0155077,0.02460624,0.02286934,0.02103148,0.01280102,0.01174737,0.0070696,0.00500197,0.00489079,0.00551616,0.00649642,0.00584541,0.00482479,0.00659078,0.00745742]
629.mp3,0.3837131230462623,0.11355707375717881,[0.11204472,0.08902431,0.07256356,0.08790674,0.04536377,0.06324601,0.06082748,0.07375512,0.06166805,0.0486505,0.0585613,0.06710856,0.0628703,0.0549104,0.06686395,0.06652297,0.05455165,0.07246493,0.0776462,0.07157584,0.07663912,0.0770852,0.07493426,0.07514637],[0.11204472,0.08902431,0.07256356,0.08790674,0.04536377,0.06324601,0.06082748,0.07375512,0.06166805,0.0486505,0.0585613,0.06710856,0.0628703,0.0549104,0.06686395,0.06652297,0.05455165,0.07246493,0.0776462,0.07157584,0.07663912,0.0770852,0.07493426,0.07514637]
631.mp3,0.37696624477686375,0.062196307904223605,[0.13088299,0.1272138,0.09499228,0.08353996,0.04594234,0.06008444,0.05323083,0.05595303,0.05305562,0.03550086,0.04769197,0.03677047,0.04869463,0.05563985,0.05254566,0.06664698,0.0732801,0.05388877,0.04943894,0.04994523,0.05366986,0.06034133,0.08749483,0.07763404],[0.13088299,0.1272138,0.09499228,0.08353996,0.04594234,0.06008444,0.05323083,0.05595303,0.05305562,0.03550086,0.04769197,0.03677047,0.04869463,0.05563985,0.05254566,0.06664698,0.0732801,0.05388877,0.04943894,0.04994523,0.05366986,0.06034133,0.08749483,0.07763404]
632.mp3,0.29598687088808456,0.09162723587965851,[0.1281316,0.11422508,0.08044266,0.07793265,0.03661413,0.03988628,0.03914569,0.04129993,0.0310144,0.02970865,0.02258788,0.02924814,0.03105923,0.0244454,0.03110292,0.04085142,0.02814587,0.03681351,0.04452583,0.04611787,0.04393999,0.04481902,0.05188836,0.02944088],[0.1281316,0.11422508,0.08044266,0.07793265,0.03661413,0.03988628,0.03914569,0.04129993,0.0310144,0.02970865,0.02258788,0.02924814,0.03105923,0.0244454,0.03110292,0.04085142,0.02814587,0.03681351,0.04452583,0.04611787,0.04393999,0.04481902,0.05188836,0.02944088]
634.mp3,0.10118823778446483,0.0448303508011339,[0.0767339,0.02733807,0.01176821,0.01167028,0.00369086,0.00582496,0.00306245,0.00371363,0.00152658,0.0014567,0.00223772,0.00262656,0.00480953,0.00307739,0.00535943,0.00560867,0.00478177,0.00517666,0.00824305,0.00661905,0.0077169,0.00745917,0.00764281,0.00650546],[0.0767339,0.02733807,0.01176821,0.01167028,0.00369086,0.00582496,0.00306245,0.00371363,0.00152658,0.0014567,0.00223772,0.00262656,0.00480953,0.00307739,0.00535943,0.00560867,0.00478177,0.00517666,0.00824305,0.00661905,0.0077169,0.00745917,0.00764281,0.00650546]
