song,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,onset_mean,onset_std,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,tot_loudness_mean,tot_loudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23, valence_mean, valence_std, arousal_mean, arousal_std
320,4527.146398,1505.415453,0.059068562,0.026240389,2255.434529,656.2047211,2610.759779,471.2474307,1.256575216,0.680795087,126.0480183,-43.32286373,31.48122425,177.5719762,22.6556249,-56.39939674,12.9374417,48.61986655,13.99134871,-22.36358695,12.72337717,24.62991364,10.10155543,-12.54274472,7.691441471,13.43938806,7.856111579,-1.088486392,7.872986101,-1.22080606,7.714730925,2.458484851,7.20663294,-0.555967031,6.504503683,4.187769156,6.611242162,0.470631412,0.062721676,0.13574761,0.11139194,0.10468009,0.11293227,0.0827341,0.09772129,0.09469766,0.10419354,0.10146632,0.08953059,0.09458686,0.0871883,0.09608485,0.07667718,0.09020911,0.09554563,0.09450405,0.0889405,0.09029662,0.07004325,0.07235844,0.07162381,0.05698543,0.02866167,0.13574761,0.11139194,0.10468009,0.11293227,0.0827341,0.09772129,0.09469766,0.10419354,0.10146632,0.08953059,0.09458686,0.0871883,0.09608485,0.07667718,0.09020911,0.09554563,0.09450405,0.0889405,0.09029662,0.07004325,0.07235844,0.07162381,0.05698543,0.02866167,7.4,1.28,6.6,1.43
321,3949.817366,1188.617023,0.076155775,0.0286456,2140.521815,548.0925527,2151.419937,453.1586367,1.373805311,1.155003748,109.9567819,-130.403678,38.42582463,184.3606302,19.351502,-68.57319073,16.75531699,50.61233765,21.28512958,9.76311911,14.55941196,13.53974103,13.84910663,-17.10391201,7.994368417,-0.089788424,9.041818956,7.321663683,7.647303316,-9.369042758,7.700580118,6.622685085,6.761281354,5.705044996,6.515446896,-9.681849862,6.490431227,0.299998816,0.069162031,0.07292209,0.08231943,0.04641534,0.08554854,0.05611102,0.05761705,0.03729789,0.05499461,0.03907612,0.02264847,0.03276852,0.03560614,0.07221175,0.08152143,0.04998896,0.09300427,0.09963023,0.07613039,0.03004379,0.02929826,0.03019333,0.02810063,0.01221117,0.00383503,0.07292209,0.08231943,0.04641534,0.08554854,0.05611102,0.05761705,0.03729789,0.05499461,0.03907612,0.02264847,0.03276852,0.03560614,0.07221175,0.08152143,0.04998896,0.09300427,0.09963023,0.07613039,0.03004379,0.02929826,0.03019333,0.02810063,0.01221117,0.00383503,7.3,0.78,6,1.73
322,2984.683893,2170.059327,0.039497953,0.024900137,1563.651091,1002.837695,2037.081732,780.1251926,1.315266593,1.226038368,139.6748311,-222.2639194,83.99118908,189.379045,38.38103951,-20.06469554,27.15139866,27.07969701,21.13344527,0.926039827,19.90691699,-3.932451767,12.93746738,-17.2913835,12.36613307,7.53555618,10.03118393,-1.458457679,9.154974793,-10.60997201,9.33615235,-1.52885755,9.004068236,-1.916339627,8.352577186,3.143662686,9.149518071,0.182561765,0.085569455,0.03949436,0.03672596,0.04551934,0.05351451,0.04431199,0.0695074,0.04392241,0.05245688,0.03891039,0.02800382,0.02427435,0.01978363,0.0163909,0.01305818,0.02243001,0.02127846,0.03061682,0.02465025,0.00759787,0.00849906,0.00508164,0.00435852,0.00675777,0.00152649,0.03949436,0.03672596,0.04551934,0.05351451,0.04431199,0.0695074,0.04392241,0.05245688,0.03891039,0.02800382,0.02427435,0.01978363,0.0163909,0.01305818,0.02243001,0.02127846,0.03061682,0.02465025,0.00759787,0.00849906,0.00508164,0.00435852,0.00675777,0.00152649,6.1,1.22,7.6,1.02
323,2660.891051,1355.154277,0.028923772,0.018726654,1345.762728,641.4105054,2043.775434,633.1481979,1.403358183,1.511133469,147.65625,-285.229468,66.3335257,170.3146461,23.52177556,-6.122983874,24.44508152,31.9686531,16.15438967,16.82864438,15.4629468,3.612172675,10.06203065,2.861460492,9.092886453,11.6642454,10.43206164,-2.386496675,8.521563506,-6.067392161,8.68815981,-3.014250241,8.104637732,0.422687682,7.460731015,-2.004310788,8.485736121,0.106218948,0.063482514,0.02711166,0.05546702,0.02555653,0.03747439,0.01840499,0.01993715,0.01133464,0.01458615,0.00988663,0.00731613,0.01058812,0.00440789,0.00875003,0.00444464,0.0064629,0.00768067,0.01427284,0.01039519,0.00731047,0.00281079,0.00238673,0.00150284,0.00177264,0.00128427,0.02711166,0.05546702,0.02555653,0.03747439,0.01840499,0.01993715,0.01133464,0.01458615,0.00988663,0.00731613,0.01058812,0.00440789,0.00875003,0.00444464,0.0064629,0.00768067,0.01427284,0.01039519,0.00731047,0.00281079,0.00238673,0.00150284,0.00177264,0.00128427,4.82,1.4,5.73,1.48
324,2990.008951,2290.769587,0.029253355,0.03091442,1440.782182,939.8767751,2256.489231,838.4966639,1.133146829,1.29415501,151.9990809,-260.6463971,66.53783462,148.9202086,25.70929238,0.374257261,23.77157751,39.53198093,17.16567507,16.47089738,17.11517728,29.26779308,12.13436516,15.15834391,11.59348516,7.125131671,11.23893792,1.547837822,9.05106461,-2.765463111,9.326526533,0.669618844,7.729571614,2.437773424,8.656399288,-7.116559784,8.740905794,0.153889055,0.0727722,0.06454768,0.08208701,0.06430677,0.03831576,0.01707693,0.01348659,0.00683034,0.00788782,0.00861137,0.01157061,0.00586753,0.01287239,0.02362945,0.00433756,0.00761576,0.0105016,0.00976251,0.00793187,0.00919184,0.0095119,0.01077007,0.01088558,0.0079154,0.00487806,0.06454768,0.08208701,0.06430677,0.03831576,0.01707693,0.01348659,0.00683034,0.00788782,0.00861137,0.01157061,0.00586753,0.01287239,0.02362945,0.00433756,0.00761576,0.0105016,0.00976251,0.00793187,0.00919184,0.0095119,0.01077007,0.01088558,0.0079154,0.00487806,3.3,1.68,4.7,1.42
325,3639.43885,1529.889723,0.052237408,0.031214575,1946.342037,761.9733609,2379.746881,532.4978287,1.246521696,0.713366097,114.84375,-163.9403057,53.32237973,164.6735102,22.88064911,-33.27632647,21.96695041,28.66152998,15.87244556,1.586137487,14.81336672,7.394750162,12.8250016,-11.5703735,14.46643991,1.237955493,11.29220411,-2.019560033,9.201800988,-4.660326166,9.954497684,0.974251728,8.413851635,7.373347028,8.703110227,2.370362436,10.46105974,0.228748938,0.099973585,0.05428337,0.04526612,0.04129372,0.05046052,0.03928624,0.05525666,0.06425039,0.05355927,0.03506123,0.02645554,0.03809741,0.03703429,0.04986148,0.03222128,0.03862807,0.04531313,0.04505945,0.03150178,0.02073578,0.01905313,0.01752205,0.01762148,0.01326409,0.00858336,0.05428337,0.04526612,0.04129372,0.05046052,0.03928624,0.05525666,0.06425039,0.05355927,0.03506123,0.02645554,0.03809741,0.03703429,0.04986148,0.03222128,0.03862807,0.04531313,0.04505945,0.03150178,0.02073578,0.01905313,0.01752205,0.01762148,0.01326409,0.00858336,5.5,1.75,5.4,2.06
326,5015.754151,2717.881516,0.042910846,0.034404448,2251.783788,1156.736557,3092.752324,824.9422856,1.515445732,1.87145763,172.265625,-185.036956,67.15058101,133.2256198,22.60934279,-12.10101519,16.31275819,44.87173684,15.02268268,-1.558069193,17.64838159,29.13838056,14.44325462,0.981432562,10.59313758,10.94509808,11.95975867,7.780835733,9.263030072,11.41901634,9.19548609,8.160036365,9.651203054,3.36404179,7.082640808,-4.354206827,8.172743693,0.201452597,0.106491827,0.08613157,0.0816426,0.05154158,0.04441169,0.01217151,0.01532665,0.01396718,0.03551488,0.02128596,0.01533272,0.01091175,0.01867536,0.02408194,0.01708982,0.02117351,0.0177091,0.01666711,0.02178985,0.02345588,0.02522754,0.03161295,0.03234873,0.03070804,0.02190342,0.08613157,0.0816426,0.05154158,0.04441169,0.01217151,0.01532665,0.01396718,0.03551488,0.02128596,0.01533272,0.01091175,0.01867536,0.02408194,0.01708982,0.02117351,0.0177091,0.01666711,0.02178985,0.02345588,0.02522754,0.03161295,0.03234873,0.03070804,0.02190342,5.4,1.56,7.2,1.25
327,5421.53026,3003.417083,0.058441304,0.054284716,2536.546747,1385.864639,3235.097258,866.2413266,1.452646429,1.141803703,126.0480183,-196.9502485,63.58131463,129.6189234,31.25112252,-0.513162837,29.87857978,47.90050705,31.00621216,-8.937275187,25.4169291,16.72145234,15.11479853,-15.06007007,15.90081683,8.02897225,11.3720405,-1.857751868,12.96755326,1.220192573,15.06546951,-5.670775665,12.5179422,-0.353031819,10.44956861,-5.411449009,9.155918498,0.198525443,0.078357648,0.04503486,0.07858304,0.05122531,0.04831472,0.03102486,0.03624923,0.02453767,0.02946206,0.02769452,0.01520867,0.01406758,0.01165401,0.02244269,0.01046007,0.01591367,0.02306413,0.01813895,0.01835015,0.02526321,0.01611218,0.04646416,0.02635003,0.02882078,0.02995587,0.04503486,0.07858304,0.05122531,0.04831472,0.03102486,0.03624923,0.02453767,0.02946206,0.02769452,0.01520867,0.01406758,0.01165401,0.02244269,0.01046007,0.01591367,0.02306413,0.01813895,0.01835015,0.02526321,0.01611218,0.04646416,0.02635003,0.02882078,0.02995587,6,1.34,7.1,1.3
328,4030.026052,2029.552573,0.042555937,0.019574856,1900.917457,769.3179787,2660.444975,868.587612,1.398289832,0.852995403,120.1853198,-108.5739184,41.05480687,180.5591393,31.134937,-34.08419162,15.81687326,42.50982997,17.48338202,7.59159452,17.99515068,8.270373055,16.66925747,-6.789402346,12.51294529,9.340810876,12.10951835,-9.876738264,11.37575423,8.222139776,10.50563421,-1.883135706,9.66855846,6.471731044,8.776958004,-6.73935159,9.11597319,0.352022808,0.079777107,0.14721558,0.07651006,0.08489629,0.10631438,0.0663022,0.08558289,0.0665633,0.07460052,0.04713098,0.04536155,0.04022588,0.04605231,0.05384491,0.05546881,0.05320046,0.04488805,0.06157425,0.06095433,0.05045099,0.03300446,0.02582752,0.02479361,0.02106203,0.02704636,0.14721558,0.07651006,0.08489629,0.10631438,0.0663022,0.08558289,0.0665633,0.07460052,0.04713098,0.04536155,0.04022588,0.04605231,0.05384491,0.05546881,0.05320046,0.04488805,0.06157425,0.06095433,0.05045099,0.03300446,0.02582752,0.02479361,0.02106203,0.02704636,5.2,1.6,4.2,2.09
329,3160.112747,2673.47086,0.023936733,0.029878587,1643.234683,1095.322316,2825.612416,819.9913242,1.199136864,0.771991262,120.1853198,-243.6788609,83.92715684,154.0515494,39.99748949,8.009507047,15.94342368,38.57853654,16.52008374,6.418205952,10.89796734,28.40687151,10.89571301,-3.865352876,13.13943815,10.83369164,7.795760521,-2.496711382,7.463165945,-8.471997476,8.891512274,0.358139143,6.718403107,-8.535051585,8.827964618,1.095545635,6.427857865,0.169517975,0.080188008,0.03981207,0.07843595,0.10110886,0.06913231,0.03327275,0.02869985,0.01589408,0.0139738,0.00865605,0.00751761,0.00999732,0.00747721,0.00921812,0.0046736,0.00742701,0.00704122,0.00568613,0.00767657,0.00598444,0.0048659,0.00583888,0.00762398,0.01953399,0.00316521,0.03981207,0.07843595,0.10110886,0.06913231,0.03327275,0.02869985,0.01589408,0.0139738,0.00865605,0.00751761,0.00999732,0.00747721,0.00921812,0.0046736,0.00742701,0.00704122,0.00568613,0.00767657,0.00598444,0.0048659,0.00583888,0.00762398,0.01953399,0.00316521,3.3,2.28,4.2,2.23
330,3534.032184,483.2485661,0.071681299,0.015838216,1818.909325,296.3876777,1566.829966,161.6808949,1.286759652,0.535507686,120.1853198,-142.4172126,19.67222766,240.0435187,11.96430633,-93.91736236,7.956818852,35.01168462,7.036516848,21.67537435,7.019791266,-24.52182376,6.787955338,-0.052617831,6.620750751,9.195175793,5.853608724,6.581060173,5.805993946,-7.399239539,5.233133659,0.324881725,5.112445188,3.629907972,4.913120482,-4.497816698,5.260088316,0.314628611,0.030767101,0.07057093,0.0555241,0.06632235,0.10156829,0.05884889,0.04606766,0.0546661,0.10063917,0.05662454,0.06383468,0.05102655,0.05508479,0.05689856,0.05035666,0.06863428,0.11339587,0.10110585,0.10414924,0.04152102,0.01521487,0.00421347,0.00104802,0.00029866,0.00021304,0.07057093,0.0555241,0.06632235,0.10156829,0.05884889,0.04606766,0.0546661,0.10063917,0.05662454,0.06383468,0.05102655,0.05508479,0.05689856,0.05035666,0.06863428,0.11339587,0.10110585,0.10414924,0.04152102,0.01521487,0.00421347,0.00104802,0.00029866,0.00021304,5.9,2.3,3.1,1.87
332,6300.697329,3277.109685,0.044589562,0.036889952,2660.370926,1365.542715,3606.175352,1006.705883,1.434348627,1.767246027,120.1853198,-123.942868,63.48621259,131.1441467,28.09064975,-8.338569698,18.87936735,57.26271497,16.9226496,-6.409201212,17.89031656,43.08298099,10.56939392,-5.08048984,11.02963965,24.46119578,11.27382605,-1.435705259,10.19826641,16.35542638,9.138998347,1.827732,8.709907688,11.26485689,7.014970328,0.119931243,7.239632178,0.328694039,0.086924306,0.17180757,0.1286649,0.07135274,0.05670581,0.02795979,0.03437166,0.02092801,0.03283612,0.02584311,0.02432313,0.02047468,0.02107268,0.04157457,0.02270828,0.02835223,0.03451416,0.03044218,0.03810985,0.04360276,0.04797355,0.05328406,0.06311004,0.06303064,0.0554126,0.17180757,0.1286649,0.07135274,0.05670581,0.02795979,0.03437166,0.02092801,0.03283612,0.02584311,0.02432313,0.02047468,0.02107268,0.04157457,0.02270828,0.02835223,0.03451416,0.03044218,0.03810985,0.04360276,0.04797355,0.05328406,0.06311004,0.06303064,0.0554126,5.5,1.12,6.9,0.83
333,4051.961508,848.0026014,0.060695915,0.016604381,2202.122379,441.7501916,2505.16753,425.4051864,1.223765792,0.56766665,126.0480183,-151.0420345,23.97937004,174.0765165,18.57437109,-59.68869918,10.43675012,41.00501798,8.713122271,-2.038703377,9.653177785,22.41627581,9.223582201,-15.84839343,8.200206016,10.97657714,8.769654105,1.529868291,7.82093317,4.088654799,8.290396163,-8.221647023,6.289168402,-7.526539376,6.587231212,2.557393082,5.668077856,0.205275118,0.035434851,0.04935944,0.05732155,0.04734279,0.05210788,0.02474853,0.04407098,0.02767205,0.03115203,0.03372406,0.03091911,0.03941398,0.02367856,0.02924065,0.06352135,0.04877333,0.06416965,0.03628149,0.03777997,0.02875163,0.02325701,0.01575098,0.01740437,0.01318429,0.00757775,0.04935944,0.05732155,0.04734279,0.05210788,0.02474853,0.04407098,0.02767205,0.03115203,0.03372406,0.03091911,0.03941398,0.02367856,0.02924065,0.06352135,0.04877333,0.06416965,0.03628149,0.03777997,0.02875163,0.02325701,0.01575098,0.01740437,0.01318429,0.00757775,6.7,1.55,6.1,1.7
334,1863.513042,421.6555627,0.043987104,0.013336881,1056.067435,234.457278,804.1833017,123.2482833,1.086851757,0.696882181,126.0480183,-278.2353935,30.16023865,258.7507456,22.53958705,8.612473236,15.45066352,-70.75504913,15.01925012,0.395612802,11.95521518,39.19073666,9.783656081,-1.622528875,9.059176484,-26.11906944,8.941561468,6.07074918,8.248840365,23.11603379,7.199176016,-6.647078494,7.240680297,-20.19804114,7.302732951,5.061109597,7.102664277,0.196529363,0.078028947,2.70E-02,4.94E-02,3.82E-02,4.09E-02,2.75E-02,4.64E-02,4.74E-02,6.48E-02,5.59E-02,4.82E-02,6.09E-02,3.81E-02,4.36E-02,3.79E-02,5.26E-02,6.95E-03,1.41E-05,2.22E-05,2.33E-05,1.88E-05,1.82E-05,3.51E-05,6.35E-05,1.14E-04,2.70E-02,4.94E-02,3.82E-02,4.09E-02,2.75E-02,4.64E-02,4.74E-02,6.48E-02,5.59E-02,4.82E-02,6.09E-02,3.81E-02,4.36E-02,3.79E-02,5.26E-02,6.95E-03,1.41E-05,2.22E-05,2.33E-05,1.88E-05,1.82E-05,3.51E-05,6.35E-05,1.14E-04,5.9,1.64,5.9,1.92
335,4867.747381,1511.242062,0.055057582,0.020994894,2330.001549,609.5637249,2965.403257,462.6850894,1.271914226,0.84829831,147.65625,-116.303127,35.94939877,159.3381529,17.69781149,-37.43824495,12.33906119,55.22274109,10.00205985,-13.098229,12.91322122,24.65833587,9.541642418,-17.76396732,9.12810978,18.27122372,8.956130102,-2.038650785,7.943003863,6.373215159,7.431949754,-1.477849921,8.178434665,3.603795753,7.486814603,-0.026994218,7.58195669,0.282074849,0.056367583,0.0939981,0.0878687,0.05688788,0.07037559,0.05018097,0.05353508,0.05414182,0.06656014,0.04608877,0.03223028,0.04857824,0.03037481,0.04172214,0.04439522,0.04964016,0.04478957,0.05373023,0.05767403,0.03800032,0.04132207,0.03634409,0.04174255,0.03693007,0.02157668,0.0939981,0.0878687,0.05688788,0.07037559,0.05018097,0.05353508,0.05414182,0.06656014,0.04608877,0.03223028,0.04857824,0.03037481,0.04172214,0.04439522,0.04964016,0.04478957,0.05373023,0.05767403,0.03800032,0.04132207,0.03634409,0.04174255,0.03693007,0.02157668,6.8,1.47,6.8,1.33
336,5269.344541,2301.101657,0.052293639,0.033786511,2462.426434,942.7600699,3211.68631,689.7715862,1.351123318,0.930448427,129.1992188,-129.5305736,50.01150993,147.728551,23.63452733,-25.40832675,21.13836625,48.46044226,13.73680531,-12.97102903,15.58576102,20.31138062,12.09539819,-13.14562066,10.47682048,17.62804061,9.725380044,-10.58537731,11.60126566,6.615259117,9.35633065,1.243967385,10.69431805,7.526591105,8.376333635,0.377975016,8.791256869,0.278408245,0.085038613,0.10674665,0.06290985,0.04544975,0.0711317,0.04725983,0.0567566,0.04627603,0.05634791,0.03461007,0.04065094,0.03329264,0.03014074,0.04126704,0.02964969,0.03418293,0.03557788,0.04606743,0.05347684,0.0442011,0.0379852,0.03571181,0.03685725,0.03820645,0.03543579,0.10674665,0.06290985,0.04544975,0.0711317,0.04725983,0.0567566,0.04627603,0.05634791,0.03461007,0.04065094,0.03329264,0.03014074,0.04126704,0.02964969,0.03418293,0.03557788,0.04606743,0.05347684,0.0442011,0.0379852,0.03571181,0.03685725,0.03820645,0.03543579,6.1,1.51,6.6,1.5
338,3783.626378,2255.730707,0.029455481,0.026948092,1695.929465,927.0296184,2494.064063,661.017908,1.24083843,0.911323376,114.84375,-306.0915923,70.60028097,130.6570701,21.77752923,8.988121465,26.58032181,49.81381455,18.89217736,19.40453751,15.87080641,17.90534897,12.48877563,14.02246986,12.86287492,1.82731915,10.88550359,3.3164385,8.084737465,5.113779577,8.118354274,-1.500231259,8.943451939,-0.295992725,8.04351332,0.935062867,8.222838524,0.080616183,0.059505405,0.03880016,0.03835361,0.03053374,0.02051774,0.00681553,0.00375798,0.00282346,0.00337829,0.00176794,0.00121282,0.00237376,0.00213055,0.00241776,0.00392981,0.00489128,0.00338392,0.00542146,0.00643899,0.00620321,0.01149066,0.00732128,0.00600513,0.0054381,0.00217871,0.03880016,0.03835361,0.03053374,0.02051774,0.00681553,0.00375798,0.00282346,0.00337829,0.00176794,0.00121282,0.00237376,0.00213055,0.00241776,0.00392981,0.00489128,0.00338392,0.00542146,0.00643899,0.00620321,0.01149066,0.00732128,0.00600513,0.0054381,0.00217871,3,0.77,3.8,1.47
339,4468.056444,2339.937555,0.035009338,0.018812274,2028.993305,829.2744802,2985.057012,747.0763567,1.319986648,1.150898196,132.5120192,-110.6420169,46.54605134,163.5818489,21.89702554,-15.68622516,12.03087355,43.17331327,9.489942766,-11.4705921,10.73321878,24.10542196,11.13427837,-7.963127653,10.85149159,17.12580113,9.500790158,-0.315197698,11.25840072,11.44654486,7.288441184,1.023361741,7.538766498,3.60011311,6.465225664,-0.497644679,7.236875303,0.318502725,0.079044764,0.12160444,0.12117363,0.10368579,0.07870281,0.04675344,0.0632914,0.04435706,0.07095176,0.05700637,0.04331718,0.03804253,0.0340609,0.04355259,0.02902987,0.04060575,0.03610362,0.03512838,0.03828491,0.03859241,0.03825107,0.03402638,0.03855051,0.04208258,0.0348414,0.12160444,0.12117363,0.10368579,0.07870281,0.04675344,0.0632914,0.04435706,0.07095176,0.05700637,0.04331718,0.03804253,0.0340609,0.04355259,0.02902987,0.04060575,0.03610362,0.03512838,0.03828491,0.03859241,0.03825107,0.03402638,0.03855051,0.04208258,0.0348414,5.9,1.58,6.9,1.14
340,3445.955945,2267.210681,0.039938689,0.041546725,1786.57034,1064.573157,2420.016901,807.7484329,1.487226574,1.411331084,139.6748311,-372.5251759,86.92157891,140.3263097,41.70672116,-5.054417707,36.33571871,21.38469994,24.63464572,13.79318193,20.16121364,13.36905309,19.06150884,-1.07166984,17.78075925,7.261482959,12.92251963,-0.213491305,11.53286397,-10.41195828,15.94298396,1.873479573,9.94139035,1.480617313,9.170438565,-1.850147163,11.2426918,0.043934163,0.042021191,0.00781164,0.01372181,0.00738494,0.01183861,0.00766876,0.01023619,0.00798231,0.00682865,0.00381304,0.00436663,0.00617967,0.00487384,0.00457887,0.0027508,0.00437749,0.00335141,0.00414578,0.00557653,0.00159903,0.00137415,0.00111015,0.00194344,0.00109732,0.0004357,0.00781164,0.01372181,0.00738494,0.01183861,0.00766876,0.01023619,0.00798231,0.00682865,0.00381304,0.00436663,0.00617967,0.00487384,0.00457887,0.0027508,0.00437749,0.00335141,0.00414578,0.00557653,0.00159903,0.00137415,0.00111015,0.00194344,0.00109732,0.0004357,3.8,2.36,4.6,1.91
341,1899.991774,1814.984311,0.022308491,0.022872578,1092.01769,790.3590459,1870.814378,642.2447328,1.184133907,1.097459086,120.1853198,-353.7112592,67.63087266,160.0839554,27.39295522,18.48968538,27.93839186,31.17256297,20.23778077,21.68556984,19.57863238,18.67952922,12.31865221,1.631856934,12.61914721,-1.684840179,13.5107667,1.514566623,9.242994931,-2.21810851,8.514221388,-5.210596726,9.038970698,-8.062839278,9.141476814,-0.650809692,7.626070609,0.0812632,0.05062123,0.01110074,0.03184166,0.04709825,0.03118638,0.01101343,0.00945798,0.01094617,0.00681327,0.00408306,0.00247707,0.00445007,0.00353941,0.00381588,0.00204377,0.00379045,0.0029398,0.00091927,0.00172812,0.00240638,0.00176163,0.00219633,0.00188572,0.00188936,0.00044257,0.01110074,0.03184166,0.04709825,0.03118638,0.01101343,0.00945798,0.01094617,0.00681327,0.00408306,0.00247707,0.00445007,0.00353941,0.00381588,0.00204377,0.00379045,0.0029398,0.00091927,0.00172812,0.00240638,0.00176163,0.00219633,0.00188572,0.00188936,0.00044257,3.8,1.78,4.4,1.69
342,1921.280912,1040.338027,0.020781763,0.017158454,1026.867124,488.6679513,1756.621725,479.2436415,1.037934222,1.089605717,120.1853198,-240.9443768,37.56769789,164.2010197,17.46520667,-3.850772488,16.69672783,39.61366595,11.54354089,19.92429567,14.76991693,32.61308911,8.806377427,20.66811826,9.300428133,1.760694483,7.050647432,7.56820234,7.192979456,10.382216,8.186063993,8.40748413,7.994374951,-3.219004567,8.202588761,-2.663610388,7.247665411,0.205676155,0.045066185,0.12529662,0.10126677,0.07929558,0.06978548,0.00629732,0.02267767,0.00608129,0.0262331,0.00335081,0.03805917,0.00399002,0.02880367,0.02728735,0.00613607,0.02843774,0.00862042,0.00252118,0.00913677,0.0080449,0.00670743,0.00553885,0.00661184,0.00308934,0.00088331,0.12529662,0.10126677,0.07929558,0.06978548,0.00629732,0.02267767,0.00608129,0.0262331,0.00335081,0.03805917,0.00399002,0.02880367,0.02728735,0.00613607,0.02843774,0.00862042,0.00252118,0.00913677,0.0080449,0.00670743,0.00553885,0.00661184,0.00308934,0.00088331,4,2.05,5.1,2.12
343,2977.777199,1015.553911,0.036803491,0.016116567,1520.097037,478.2682413,2107.791159,392.2309755,1.395705701,1.086548935,99.38401442,-140.263122,36.71588157,189.4551523,18.40845047,-31.9309737,12.84385086,39.254147,12.99141443,-1.865636623,10.57550755,6.623932891,8.97011236,-1.105556806,9.283170236,9.16854432,8.462956823,-5.926720744,9.722317406,-2.761151855,8.068662993,0.657011636,7.934239521,1.39351117,8.357248375,2.024377339,9.32685142,0.293842493,0.070912568,0.09952061,0.08353549,0.07749774,0.08594499,0.07852192,0.06452916,0.05282303,0.07796022,0.04027598,0.04569127,0.04987551,0.04107852,0.04503555,0.0242958,0.04258163,0.0363587,0.03812542,0.04410429,0.03854686,0.02167965,0.01484139,0.01491596,0.00857427,0.00700279,0.09952061,0.08353549,0.07749774,0.08594499,0.07852192,0.06452916,0.05282303,0.07796022,0.04027598,0.04569127,0.04987551,0.04107852,0.04503555,0.0242958,0.04258163,0.0363587,0.03812542,0.04410429,0.03854686,0.02167965,0.01484139,0.01491596,0.00857427,0.00700279,7,1.73,8.1,0.83
344,1937.21171,1635.709695,0.024543365,0.018385301,1136.017559,644.5508062,2022.871675,755.9502054,1.183523371,1.313188602,114.84375,-258.0012779,67.80405803,175.367504,21.24233395,19.96736245,23.12087521,24.93318945,15.77102174,2.880553962,18.33132388,21.24896919,11.4645662,3.858363453,11.46148331,3.01097316,9.404079459,1.161327834,8.242701959,5.704667471,8.723939832,0.611711001,10.05197403,-0.785284009,8.143927679,-4.7345896,9.074851682,0.177213511,0.073597109,0.04337548,0.08185726,0.07339351,0.06109478,0.03599057,0.02867893,0.01835512,0.04949828,0.01870434,0.01870213,0.01469303,0.01011308,0.0195412,0.00948201,0.0066597,0.0061869,0.00562766,0.00309824,0.00650902,0.0061122,0.00838632,0.0068748,0.00728085,0.00573395,0.04337548,0.08185726,0.07339351,0.06109478,0.03599057,0.02867893,0.01835512,0.04949828,0.01870434,0.01870213,0.01469303,0.01011308,0.0195412,0.00948201,0.0066597,0.0061869,0.00562766,0.00309824,0.00650902,0.0061122,0.00838632,0.0068748,0.00728085,0.00573395,4.6,1.74,5.2,1.6
345,4682.157056,1642.70819,0.059381893,0.027349834,2290.616916,692.5079331,2681.660194,470.6772131,1.243270398,0.616198345,123.046875,-44.48375651,33.22836089,177.6264644,21.96006124,-51.33950654,13.56528949,49.52586885,12.57086769,-27.44463825,11.95908727,22.56195728,9.855515921,-17.39086483,7.542517578,11.51184468,7.61531753,0.740452038,7.682112131,-1.531637416,7.48317689,1.005402227,6.648717403,0.191532131,6.088998582,4.249678772,6.034282469,0.459168328,0.068031461,0.12815636,0.10480952,0.09952294,0.10621355,0.09162385,0.11213438,0.10636032,0.10668149,0.10033847,0.086034,0.08839729,0.07216116,0.08508282,0.07154274,0.08473244,0.09034422,0.09344112,0.08092425,0.08468813,0.06867066,0.07730364,0.07743614,0.05977131,0.02890812,0.12815636,0.10480952,0.09952294,0.10621355,0.09162385,0.11213438,0.10636032,0.10668149,0.10033847,0.086034,0.08839729,0.07216116,0.08508282,0.07154274,0.08473244,0.09034422,0.09344112,0.08092425,0.08468813,0.06867066,0.07730364,0.07743614,0.05977131,0.02890812,7.2,1.54,6.5,1.86
